,name,title,company_ticker,source
330,Ms. Valerie C. Toalson,Sr. EVP & CFO,CADE,yahoo
331,Mr. Michael D. Troutman,Chief Information Officer,ZWS,yahoo
332,Mr. Xiaodong Gao,VP & Exec. Director,BSDGF,yahoo
333,Ms. Rojjana Ussayaporn,Sr. VP of Fin. & Accounting,KGTHY,yahoo
334,"Mr. Neal Barclay BCA, CA (NZICA)",Chief Exec. Officer,MDDNF,yahoo
335,Mr. Sung Pyo Kim,Exec. Director,SCPPF,yahoo
336,Atsushi Matsuda,Chief Accounting Officer,SQNXF,yahoo
337,Mr. Jeffrey William Jaggers,Chief Operating Officer,CADE,yahoo
338,Mr. Alexander F. Sharabaika,Deputy CEO of Fin. & International Projects & Member of Management Board,PHOJY,yahoo
339,Mr. Antonio Huertas Mejias,Chairman & CEO,MPFRF,yahoo
340,Mr. Myles Dougan,Director of Investor Relations & External Reporting,CDUAF,yahoo
341,David Pauli,VP of Investor Relations,ZWS,yahoo
342,Mr. Francisco Javier Van Engelen Sousa,CFO & Member of Board of Management,PHPPY,yahoo
343,Mr. Gaofeng Zhu,"VP, CFO & Group Financial Controller",BSDGF,yahoo
344,"Mr. Alan Thomas Hirzel BS, MS, MBA",CEO & Exec. Director,ABCM,yahoo
345,Mr. Mike Roan,CFO and GM of Fin. & Strategy,MDDNF,yahoo
346,Mr. Peerapong Pitrpibulpatit,Director of Legal Consult & Service Line and Company secretary,KGTHY,yahoo
347,Mr. Christopher S. Martin,Exec. Director,SCPPF,yahoo
348,Mr. Roman V. Osipov,Director of Bus. Devel. & Member of Management Board,PHOJY,yahoo
349,Hideaki Sato,Chief Information Officer,SQNXF,yahoo
350,Mr. Will Fisackerly,Exec. VP & Director of Corp. Fin.,CADE,yahoo
351,Mr. Ignacio Baeza Gomez,First Vice Chairman,MPFRF,yahoo
352,Mr. Kurt Kadatz,Sr. Communications Mang.,CDUAF,yahoo
353,Ms. Maria Letizia Mariani,Chief Marketing Officer and Head of Strategy & Member of the Board of Management,PHPPY,yahoo
354,Ms. Patricia M. Whaley,"VP, Gen. Counsel & Sec.",ZWS,yahoo
355,Mr. Michael Shaun Baldock,CFO & Director,ABCM,yahoo
356,Owen Hackston,Investor Relations Mang.,MDDNF,yahoo
357,Mr. Scott Edward Spirit,Chief Growth Officer & Exec. Director,SCPPF,yahoo
358,Mr. Shen Guangjian,"Chief Officer of the Investor Relations Department, Gen. Mang. of the Department of Internatio",BSDGF,yahoo
359,Mr. Sakda Chantrasuriyarat,Sr. VP of Compliance,KGTHY,yahoo
360,Mr. Shaopeng Yang,Exec. Chairman,SITIY,yahoo
361,Mr. Alexei A. Sirotenko,Deputy CEO of Corp. & Legal Affairs and Member of Management Board,PHOJY,yahoo
362,Mr. Thomas D. Clark,Chief Information Officer,CADE,yahoo
363,Mr. Fernando Mata Verdejo,Group CFO & Director,MPFRF,yahoo
364,Mr. Robert J. Myles,Exec. VP of Corp. Devel.,CDUAF,yahoo
365,Mr. Man Cho,Pres & Exec. Director,SHPMF,yahoo
366,Mr. Xiaoming Wu,Director of the HR Center,BSDGF,yahoo
367,Mr. Poran Malani,Director of Operations,SCPPF,yahoo
368,Mr. Khan Kachonboon,Exec. VP of Corp. Communications,KGTHY,yahoo
369,"Mr. Jason Stein LLB, BCA",Chief Exec. of Meridian Energy Australia & Powershop Australia,MDDNF,yahoo
370,Mr. Bo Shen,"CFO, VP, Head of the Accounting Department & Exec. Director",SHPMF,yahoo
371,Mr. Xianxiang Yang,Vice Chairman & CEO,SITIY,yahoo
372,Mr. Jason Woolley,Gen. Counsel & Company Sec.,MDDNF,yahoo
373,Mr. Michel de Rijk,Chief Exec. Officer of Asia Pacific,SCPPF,yahoo
374,Mr. Kecheng Liu,"CFO, GM of Fin. Center & Investment Centre and Exec. Director",SITIY,yahoo
375,Mr. Deanna M. Girard,VP of HR,CDUAF,yahoo
376,Ms. Imma Trillo,Sr. VP of Global HR/Talent,SCPPF,yahoo
377,Mr. Yongzhong Li,VP & Exec. Director,SHPMF,yahoo
378,Mr. Brian R. Bale,Special Advisor to the CEO and Sr. VP of IT & Real Estate,CDUAF,yahoo
379,Angela Hersil,Director of Corp. Communications,ZWS,yahoo
380,Mr. Peng Xue,GM of Operations Management Center & Company Sec.,SITIY,yahoo
381,Ms. Claire Shaw,Gen. Mang. of Corp. Affairs & Sustainability,MDDNF,yahoo
382,Dr. Jinzhu Chen Ph.D.,"VP, Sec. of Board & Joint Company Sec.",SHPMF,yahoo
383,Mr. Francisco Jose Marco Orenes,Group Chief Bus. Support Officer & Director,MPFRF,yahoo
384,Hajime Seki,Chief Legal Officer,SQNXF,yahoo
385,Mr. J.D. Patrick Creaghan,Managing Director for Australia,CDUAF,yahoo
386,Ms. Thelke Gerdes,Head of Investor Relations,PHPPY,yahoo
387,Mr. JosÃ© Manuel Inchausti Perez,Third Vice Chairman & CEO of Iberia Regional Area,MPFRF,yahoo
388,Ms. Pittaya Vorapanyasakul,Exec. VP of Credit Card,KGTHY,yahoo
389,Mark Van Bijsterveld,Chief HR Officer,PHPPY,yahoo
390,Mr. JosÃ© Antonio Arias BermÃºdez,Group Chief Operations Officer,MPFRF,yahoo
391,Mr. Haoliang Gu,VP,SHPMF,yahoo
392,Ms. Tania Jain Palmer,Chief People Officer,MDDNF,yahoo
393,Tsuneto Okuno,Chief HR Officer,SQNXF,yahoo
394,Mr. Rodney L. Jackson,Sr. VP of Bus. & Corp. Devel.,ZWS,yahoo
395,Mr. JosÃ© LuÃ­s JimÃ©nez Guajardo-Fajardo,Group Chief Investment Officer,MPFRF,yahoo
396,Ms. Lisa Hannifin,Chief Customer Officer,MDDNF,yahoo
397,Mr. Ming Yuan Xue,Exec. Director,SITIY,yahoo
398,Mr. Koji Taguchi,Sr. Exec. Managing Officer,SQNXF,yahoo
399,Mr. Piyasak Tejasen,Sr. EVP of Distribution & Merchant Acquiring,KGTHY,yahoo
400,Mr. Siroj A. Loikov,First Deputy CEO & Member of Management Board,PHOJY,yahoo
401,Mr. Chris White,Pres of the Americas,PHPPY,yahoo
402,Mr. Zhi Yong Lai,Exec. Director,SITIY,yahoo
403,Mr. Yaohua Zhang,VP,SHPMF,yahoo
404,Ms. Nic Kennedy,Chief Exec. Officer Of Flux Federation,MDDNF,yahoo
405,Ms. Sudaporn Janwatanagool,Exec. VP of Personal Loans Bus.,KGTHY,yahoo
406,Mr. Shinji Hashimoto,Sr. Exec. Managing Officer,SQNXF,yahoo
407,Ms. Vanessa EscrivÃ¡ GarcÃ­a,Group Chief Information Officer of Corp. Technology & Processes Area,MPFRF,yahoo
408,Mr. Mark Dermody,Interim CIO,ABCM,yahoo
409,Mr. Praveen R. Jeyarajah,Sr. Advisor,ZWS,yahoo
410,Ms. Shui Bing Leung A.C.S.,Joint Company Sec.,SHPMF,yahoo
411,Mr. Alexander Seleznev,Chief of Staff for the CEO & Member of the Management Board,PHOJY,yahoo
412,Mr. Hengwei Li,Assistant Gen. Mang. of IR,SITIY,yahoo
413,Mr. Rory Blundell,Group Strategy Mang.,MDDNF,yahoo
414,Mr. Michihiro Sasaki,Exec. Managing Officer of Corp. Planning,SQNXF,yahoo
415,Felipe Navarro LÃ³pez de Chicheri,Head of Capital Markets & Investor Relations and Treasurer,MPFRF,yahoo
416,James Staveley,VP of Investor Relations,ABCM,yahoo
417,Jinqi Yu,Gen. Mang.,SHPMF,yahoo
418,Mr. Alexander Gilgenberg,Gen. Director of Apatit,PHOJY,yahoo
419,Mr. Weili Xu,Chief Officer of Safety Operation Centre,SITIY,yahoo
420,Ms. Shuang Liang,Company Sec.,BSDGF,yahoo
421,Yoichi Haraguchi,Sr. Exec. Managing Officer,SQNXF,yahoo
422,Mr. Angel Luis Davila Bermejo,Gen. Counsel & Company Sec.,MPFRF,yahoo
423,Marc Perkins,Gen. Counsel & Company Sec.,ABCM,yahoo
424,Ying Ke,Director & Gen. Mang. of R&D Management Center,SHPMF,yahoo
425,Ms. Cathy S. Freeman,"Sr. EVP, Chief Admin. Officer & Sec.",CADE,yahoo
426,Mr. Bin Ji,Pres of SITC Logistics,SITIY,yahoo
427,E. V. Valenkova,Chief Accountant,PHOJY,yahoo
428,Mr. Lee Singleton,Studio Head of Square Enix London Studios and Square Enix Montreal,SQNXF,yahoo
429,Dr. Cheri L. Walker Ph.D.,Sr. VP of Corp. Devel.,ABCM,yahoo
430,Mr. Senyuan Xiao,"VP of SITC Shipping Group Co., Ltd",SITIY,yahoo
431,Timur Belov,Head of Information Policy Division & Press Sec.,PHOJY,yahoo
432,Mr. Nick Skinner,Sr. VP of HR,ABCM,yahoo
433,Mr. Mark Bushfield,Sr. VP of Research & Innovation,ABCM,yahoo
434,Ms. Kirstie Speck BBusSc,Head of Consumer Insights,ABCM,yahoo
435,Ms. Yvonne Chien,Sr. VP of Customer Experience,ABCM,yahoo
436,Mr. Yinhong Xiao,"CEO, GM & Exec. Director",TSYHY,yahoo
437,Mr. Kenji Hasuwa,Pres & Director,OBYCF,yahoo
438,Mr. Rongshun Huang,Exec. Chairman,TSYHY,yahoo
439,Mr. Keyu Zhao,Exec. Chairman,HNP,yahoo
440,Mr. Jacques Aschenbroich,Chairman & CEO,VLEEY,yahoo
441,Mr. Wailin Hou,Exec. Chairman,GGDVY,yahoo
442,"Mr. Kenneth Edward Brinsden BEng(Mining), WASM, MAusIMM, MAICD","MD, CEO & Director",PILBF,yahoo
443,Mr. Atsushi Sasagawa,"Exec. VP, Head of Tokyo Main Office, Building Construction Div. & Marketing Div. and Director",OBYCF,yahoo
444,Mr. Jinsong Li,CFO & Vice GM,TSYHY,yahoo
445,Mr. Sunny George Verghese,"Co-Founder, Group CEO, CEO of Olam Global Agri & Exec. Director",OLMIY,yahoo
446,Mr. Ping Zhao,Pres & Exec. Director,HNP,yahoo
447,Mr. Robert Charvier,Chief Financial Officer,VLEEY,yahoo
448,Mr. Yinheng Wen,MD & Exec. Director,GGDVY,yahoo
449,Mr. Michael J. Salvino,"CEO, Pres & Director",DXC,yahoo
450,Isamu Kakeno,Exec. VP & GM of Osaka Main Office,OBYCF,yahoo
451,"Mr. Brian Lynn CA, B.Bus.",Chief Financial Officer,PILBF,yahoo
452,Mr. Gang Rong,Vice Gen. Mang.,TSYHY,yahoo
453,"Mr. Michael J. Brown M.Sc., MSc","Chairman, CEO & Pres",EEFT,yahoo
454,Mr. Shekhar Anantharaman,CEO of Olam Food Ingredients & Exec. Director,OLMIY,yahoo
455,Mr. Tiejun Lin,Exec. Vice Chairman,GGDVY,yahoo
456,Mr. Lixin Huang,Chief Accountant,HNP,yahoo
457,Mr. Christophe Perillat-Piratoine,Deputy CEO & Director,VLEEY,yahoo
458,Mr. Dale Robert Henderson B Eng (Civil),Chief Operating Officer,PILBF,yahoo
459,Mr. Hitoshi Hasegawa,Managing Exec. Officer & Sr. Gen. Mang. of Marketing Division,OBYCF,yahoo
460,Mr. Kenneth P. Sharp,Exec. VP & CFO,DXC,yahoo
461,Mr. Leifeng Yuan,Vice Gen. Mang.,TSYHY,yahoo
462,Mr. Rick L. Weller,"Exec. VP, Chief Accounting Officer & CFO",EEFT,yahoo
463,Mr. Rajeev Pandurang Kadam,Pres & Head of Internal Audit,OLMIY,yahoo
464,Mr. Takehito Sato,"Head of Safety, Quality & Environment Div, Exec. VP and Director",OBYCF,yahoo
465,Mr. Liu Wei,Chief Engineer,HNP,yahoo
466,Mr. Hon Nam Tsang,Deputy GM & Exec. Director,GGDVY,yahoo
467,Thierry Lacorre,Investor Relations Director,VLEEY,yahoo
468,Mr. Anders Danielsson,Pres & CEO,SKSBF,yahoo
469,Mr. Alex Eastwood L.L.B.,Company Sec. & Gen. Counsel,PILBF,yahoo
470,Mr. Xiaochun Yu,Company Sec.,TSYHY,yahoo
471,Mr. William L. Deckelman Jr.,Exec. VP & Gen. Counsel,DXC,yahoo
472,Mr. Yasuo Kotera,Exec. VP & Director,OBYCF,yahoo
473,Mr. Kevin J. Caponecchi,"Exec. VP and CEO of epay, Software & EFT Asia Pacific Division",EEFT,yahoo
474,Mr. Xiaoxing Zhu,Vice Gen. Mang.,TSYHY,yahoo
475,Ms. Catherine Delhaye,Chief Ethics & Compliance Officer,VLEEY,yahoo
476,David Hann,Investor Relations Specialist,PILBF,yahoo
477,Ms. Mary E. Finch,Exec. VP & Chief HR Officer,DXC,yahoo
478,Mr. Qiyang Fu,Chief Economist,HNP,yahoo
479,Mr. Magnus Persson,CFO & Exec. VP,SKSBF,yahoo
480,Mr. Juan C. Bianchi,Exec. VP & CEO of Money Transfer Segment,EEFT,yahoo
481,Mr. Supramaniam Ramasamy,Pres & Global Head of Plantations,OLMIY,yahoo
482,Mr. Nian-Qiang Wang,CEO & Exec. Director,BYDIF,yahoo
483,Yoshiharu Nakamura,Sr. Managing Exec. Officer & GM of Overseas Bus. Division,OBYCF,yahoo
484,Mr. Eric Antoine Fredette,Gen. Counsel & Gen. Sec.,VLEEY,yahoo
485,Ms. Yuanjuan Liang,CFO & Exec. Director,GGDVY,yahoo
486,Mr. Vinod Bagal,Exec. VP of Global Delivery & Transformation,DXC,yahoo
487,Mr. Xiang-Rong Jiang,Exec. Director,BYDIF,yahoo
488,Mr. Chaoquan Huang,VP & Company Sec.,HNP,yahoo
489,Ms. Katarina Bylund,Sr. VP of Reporting & Accounting,SKSBF,yahoo
490,Mr. Juan Jose Gonzalez,CEO & Member of Exec. Board,AMBBY,yahoo
491,Ms. Ya-Lin Zhou,Chief Financial Officer,BYDIF,yahoo
492,Mr. Chris Drumgoole,Exec. VP & COO,DXC,yahoo
493,Ms. Na Yang,Company Sec. & Gen. Counsel,GGDVY,yahoo
494,Mamoru Hikida,Managing Exec. Officer & GM of Kyusyu Branch,OBYCF,yahoo
495,Mr. Michael Hojgaard,"CFO, Exec. VP of Global Fin., IT & Investor Relations and Member of Exec. Board",AMBBY,yahoo
496,Mr. Hugh R. Frater,CEO & Director,FNMFM,yahoo
497,Mr. Nikos Fountas,"Exec. VP and CEO of EFT Europe, Middle East & Africa Division",EEFT,yahoo
498,Ms. Fabienne de Brebisson,VP of Communications,VLEEY,yahoo
499,Mr. Rui Duan,Head of Discipline Inspection Group,HNP,yahoo
500,Mr. Hon-Wan Cheung,Joint Company Sec.,BYDIF,yahoo
501,Makoto Hidetaka,Sr. Managing Exec. Officer,OBYCF,yahoo
502,Dr. Martin L. Bruckner,Sr. VP & Chief Technology Officer,EEFT,yahoo
503,Mr. David C. Benson,Pres & Interim CFO,FNMFM,yahoo
504,Mr. Qian Li,Joint Company Sec.,BYDIF,yahoo
505,Mr. Toshihiko Murata,"Exec. VP, Head of Osaka Main Office & Yumeshima Devel. Division and Director",OBYCF,yahoo
506,Mr. Christopher Anthony Voci,"Sr. VP, Corp. Controller & Principal Accounting Officer",DXC,yahoo
507,Mr. Thomas Lykke Henriksen,Head of HR Systems & Employee Representative Director,AMBBY,yahoo
508,Ms. Stephanie Taylor,Director of Financial Planning & IR,EEFT,yahoo
509,Mr. Hans-Peter Kunze,Exec. VP of Sales & Bus. Devel.,VLEEY,yahoo
510,Mr. Neelamani Muthukumar,MD & Group CFO,OLMIY,yahoo
511,Wang Yutian,Exec. officer,HNP,yahoo
512,Mr. Anders Goransson,Sr. VP of Internal Audit & Compliance,SKSBF,yahoo
513,Ms. Kimberly H. Johnson,Exec. VP & COO,FNMFM,yahoo
514,Shailesh Murali,Head of M&A and Investor Relations,DXC,yahoo
515,Mr. Yves Le Masne,CEO & Director,ORPEF,yahoo
516,Desmond Acosta,Deputy Gen. Counsel,EEFT,yahoo
517,Mr. Jakob BÃ¸nnelykke Kristensen,"Sr. Director of Anaesthesia, Patient Monitoring and Global Innovation & Employee Rep. Director",AMBBY,yahoo
518,Mr. Vasanth Subramaniam,Gen. Mang. of Accounts,OLMIY,yahoo
519,Ms. Caroline Fellenius-Omnell,Exec. VP & Gen. Counsel,SKSBF,yahoo
520,Mr. Bruno Guillemet,Sr. Vice-Pres of HR,VLEEY,yahoo
521,Mr. Lang Chuan Jin,Exec. officer,HNP,yahoo
522,Mr. Jeffery R. Hayward,Exec. VP & Chief Admin. Officer,FNMFM,yahoo
523,Mr. Chris Depippo,"VP of Ethics, Compliance & Gov. Affairs",DXC,yahoo
524,Mr. Jakob Koch,Director of IP & Employee Representative Director,AMBBY,yahoo
525,Mr. Scott D. Claassen,Gen. Counsel & Sec.,EEFT,yahoo
526,Mr. Aditya Renjen,Sr. VP of Investor Relations,OLMIY,yahoo
527,Mr. Sebastien Mesnard,Chief Financial Officer,ORPEF,yahoo
528,Mr. Eric Schuler,Pres of Valeo Service Activity,VLEEY,yahoo
529,Mr. Andrew J. Bon Salle,Exec. VP of Single-Family Mortgage Bus.,FNMFM,yahoo
530,Ms. Karolina Cederhage,Sr. VP of Communications,SKSBF,yahoo
531,Ms. Brenda Tsai,Exec. VP and Chief Marketing & Communications Officer,DXC,yahoo
532,Mr. Henrik AnkjÃ¦r,Exec. VP of Global Operations,AMBBY,yahoo
533,Ms. Karyn Clewes Zaborny,"Sr. VP, HR",EEFT,yahoo
534,Mr. Suresh Sundararjan,Group Head of Global Corp. Services and Group Chief Risk & Compliance Officer,OLMIY,yahoo
535,Mr. Steve Grobet,Exec. VP of Communication & Investor Relations,ORPEF,yahoo
536,Mr. Claes Larsson,Exec. VP,SKSBF,yahoo
537,Mr. Ryan Armand Zanin,Exec. VP & Chief Risk Officer,FNMFM,yahoo
538,Mr. Nicolai Thomsen,Director of Investor Relations & Strategic Financial Planning,AMBBY,yahoo
539,Yamina Emmungil,Head of Legal Affairs,ORPEF,yahoo
540,Nikki Barber,Head of PR,OLMIY,yahoo
541,Mr. Jonas Spangenberg,Pres of Boklok Housing,SKSBF,yahoo
542,Mr. Pete Bakel,Investor Relations,FNMFM,yahoo
543,Mikkel Trier Wagne,Director of Corp. Communications,AMBBY,yahoo
544,Mr. Joydeep Bose,MD & Global Head of HR,OLMIY,yahoo
545,Mr. Pontus Winqvist,Chief Financial Officer for Skanska Infrastructure Devel.,SKSBF,yahoo
546,Ms. Nancy Jardini,Sr. VP and Chief Compliance & Ethics Officer,FNMFM,yahoo
547,Mr. Bassel Rifai,SVP & Chief Marketing Officer,AMBBY,yahoo
548,Stale Rod,Pres of Skanska Norway,SKSBF,yahoo
549,Mr. Stergios Theologides,"Exec. VP, Gen. Counsel & Corp. Sec.",FNMFM,yahoo
550,Mr. Anders F. Williamsson,Managing Director,AMBBY,yahoo
551,Mr. Steve James,Sr. VP & Chief Marketing Officer,FNMFM,yahoo
552,Mr. Ernesto Tanmantiong,"Pres, CEO & Exec. Director",JBFCY,yahoo
553,Ms. Lisa A. Grow,"CEO, Pres & Director",IDA,yahoo
554,Mr. Ysmael V. Baysa,"CFO, Corp. Information Officer, Compliance Officer & VP of Corp. Fin.",JBFCY,yahoo
555,Mr. Steven R. Keen,Sr. VP & CFO,IDA,yahoo
556,Mr. Jakob Morndal,Acting Chief Exec. Officer,CWQXF,yahoo
557,Corazon Palomar,Director of Investor Relations,JBFCY,yahoo
558,Ms. Anna-Karin Nyman,Corp. Communications Director,CWQXF,yahoo
559,Mr. Brian R. Buckham,Sr. VP & Gen. Counsel,IDA,yahoo
560,Attorney Valerie Feria Amante,"Head of Global Corp. Legal & Ethics, VP, Corp Information Officer and Assistant Corp. Sec.",JBFCY,yahoo
561,Ms. Helena Dino,HR Director,CWQXF,yahoo
562,Mr. Jose Maria A. Minana Jr.,Chief Sustainability & Public Affairs Officer,JBFCY,yahoo
563,Mr. Jeffrey L. Malmen,Sr. VP of Public Affairs,IDA,yahoo
564,Mr. Ola Orsmark,Managing Director of Region Ãresund,CWQXF,yahoo
565,Mr. Mark D. McClain TTEE,"Co-Founder, CEO & Director",SAIL,yahoo
566,Mr. Kenneth W. Petersen,"VP, Chief Accounting Officer & Treasurer",IDA,yahoo
567,Mr. Filip Elland,Head of Sustainability,CWQXF,yahoo
568,Mr. Daniel Rafael Ramon Z. Gomez III,Chief Marketing Officer,JBFCY,yahoo
569,Mr. Per Gawelin,Managing Director of Central Region,CWQXF,yahoo
570,Mr. J. Cameron McMartin,CFO & Director,SAIL,yahoo
571,Mr. Jason C. Huszar,VP of Information Technology & Chief Information Officer,IDA,yahoo
572,Mr. Arsenio Mejillano Sabado,Chief HR Officer,JBFCY,yahoo
573,"Mr. Terry Michael Anderson B.Sc., P.Eng., P.Eng","Pres, CEO & Director",AETUF,yahoo
574,Ms. Mariette Hilmersson,Managing Director of Region West,CWQXF,yahoo
575,Mr. Christopher G. Schmitt,"Exec. VP, Gen. Counsel & Sec.",SAIL,yahoo
576,Justin S. Forsberg,Director of Investor Relations & Treasury,IDA,yahoo
577,Ms. Susana K. Tanmantiong,Chief Procurement Officer,JBFCY,yahoo
578,"Mr. Kristen J. Bibby B.Com., C.A., CPA, B. Comm., CA, CPA",Sr. VP & CFO,AETUF,yahoo
579,Mr. Niclas IngestrÃ¶m,Chief Digital Officer,CWQXF,yahoo
580,Mr. Jason Ream,Consultant,SAIL,yahoo
581,Mr. Dennis M. Flores,Pres of Regional Bus. & Head of EMEAA,JBFCY,yahoo
582,Mr. Patrick A. Harrington,Corp. Sec.,IDA,yahoo
583,Ms. Larissa Marianne Conrad P.Eng.,Sr. VP of Devel.,AETUF,yahoo
584,Mr. Stefan BergstrÃ¶m,Acting Managing Director of Stockholm-North Region,CWQXF,yahoo
585,Mr. Kok Thay Lim,Exec. Chairman,GIGNF,yahoo
586,Mr. Mitchel D. Colburn,Resource Planning and Operations Director of Idaho Power,IDA,yahoo
587,Mr. Grady K. Summers,Exec. VP of Product,SAIL,yahoo
588,Mr. Carl Brian Tan Caktiong,Chairman of JFC China,JBFCY,yahoo
589,Mr. Armin Jahangiri P.Eng.,Sr. VP of Capital Projects,AETUF,yahoo
590,Mr. Martin BjÃ¶Ã¶rn,Managing Director of Region Stockholm-North,CWQXF,yahoo
591,Mr. Matthew Mills,Pres of Worldwide Field Operations,SAIL,yahoo
592,Mr. Hee Teck Tan,"Pres, COO & Exec. Director",GIGNF,yahoo
593,Dr. Catherine Ford Corrigan,"Pres, CEO & Director",EXPO,yahoo
594,Mr. Dale Lewko C.F.A.,Mang. of Capital Markets,AETUF,yahoo
595,Mr. Geoffrey A. Ballotti,"Pres, CEO & Director",WH,yahoo
596,Mr. Eric Domagalski,VP of Accounting & Chief Accounting Officer,SAIL,yahoo
597,Ms. Shi Ruh Lee,Chief Financial Officer,GIGNF,yahoo
598,Mr. Alan S. McKim,"Founder, Chairman, Pres & CEO",CLH,yahoo
599,Ms. Michele Allen,Chief Financial Officer,WH,yahoo
600,Mr. Asanka Jayasuriya,Sr. VP of Engineering & CTO,SAIL,yahoo
601,Mr. Joseph C. Papa,CEO & Chairman,BHC,yahoo
602,Mr. Michael L. Battles,Exec. VP & CFO,CLH,yahoo
603,Mr. On Nam Lee,Exec. VP of Projects & Tech Services of RWS,GIGNF,yahoo
604,Mr. Joshua Harding,"VP of Financial Planning, Analysis and Investor Relations",SAIL,yahoo
605,Mr. Denis Sverdlov,Founder & CEO,ARVL,yahoo
606,Mr. Paul F. Cash,"Gen. Counsel, Chief Compliance Officer & Corp. Sec.",WH,yahoo
607,Mr. Weng Hun Chee,Sr. VP of Legal & Compliance - RWS,GIGNF,yahoo
608,Mr. Eric W. Gerstenberg,Chief Operating Officer,CLH,yahoo
609,Ms. Wendy Wu,Chief Marketing Officer,SAIL,yahoo
610,Mr. Avinash Rugoobur,Pres & Director,ARVL,yahoo
611,"Mr. Grant A. Zawalsky B. Comm, B.Com., L.L.B., LL.B",Corp. Sec.,AETUF,yahoo
612,Ms. Lisa Borromeo Checchio,Chief Marketing Officer,WH,yahoo
613,Mr. John K. Wozniak,Chief Financial Officer,ARVL,yahoo
614,Ms. Sharon M. Gabriel,Exec. VP & Chief Information Officer,CLH,yahoo
615,Mr. Lars Wingefors,"Founder, CEO & Director",THQQF,yahoo
616,Ms. Nanami Kasasaki,Chief Corp. Officer,GIGNF,yahoo
617,Mr. Nicola Rossi,Chief Accounting Officer,WH,yahoo
618,Mr. Richard L. Schlenker Jr.,"Exec. VP, CFO & Corp. Sec.",EXPO,yahoo
619,Mr. Brian P. Weber,Exec. VP of Corp. Planning & Devel.,CLH,yahoo
620,Ms. Christina M. Ackermann,"Exec. VP, Gen. Counsel & Head of Commercial Operations",BHC,yahoo
621,Mr. Mitesh Soni,VP & Head of Investor Relations,ARVL,yahoo
622,"Dr. Maureen T. F. Reitman Sc.D., F.S.P.E., P.E.","Corp. VP - Polymers Science & Materials Chemistry, Principal Engineer and Practice Director",EXPO,yahoo
623,Mr. Aung Peng Teo,Chief Operating Officer of RWS,GIGNF,yahoo
624,Mr. Eric J. Dugas,Sr. VP of Fin. & Chief Accounting Officer,CLH,yahoo
625,Mr. Erik Stenberg,"Co-Founder, Deputy Group CEO & Director",THQQF,yahoo
626,Mr. Scott R. Strickland,Exec. VP & Chief Information Officer,WH,yahoo
627,Mr. Paul S. Herendeen,Exec. VP and Advisor to Chairman & CEO,BHC,yahoo
628,Mr. Daniel Chin,Gen. Counsel,ARVL,yahoo
629,"Dr. Bradley A. James Ph.D., P.E., FASM","Corp. VP, Principal Engineer & Practice Director- Materials & Corrosion Engineering",EXPO,yahoo
630,Mr. James R. Buckley,Sr. VP of Investor Relations & Corp. Communications,CLH,yahoo
631,Ms. Lan Hing Liew,Company Sec.,GIGNF,yahoo
632,Mr. Johan Ekstrom,Chief Financial Officer,THQQF,yahoo
633,Mr. Matt Capuzzi,Sr. VP of Investor Relations,WH,yahoo
634,Mr. Thomas J. Appio,Pres & Co-Head Bausch + Lomb/International,BHC,yahoo
635,Dr. Steven J. Murray,Group VP & Principal Engineer,EXPO,yahoo
636,Mr. Tim Holbrow FCA AMCT,Sr. VP of Strategic Fin.,ARVL,yahoo
637,Mr. Michael R. McDonald,Gen. Counsel,CLH,yahoo
638,Mr. Jason Charles Horkin,Exec. Officer,GIGNF,yahoo
639,Mr. Osama A. Eldessouky,CFO & Exec. VP,BHC,yahoo
640,Beatrice Flink Forsgren,Head of Brand & Communication,THQQF,yahoo
641,Mr. David DeCecco,Group VP of Global Communications,WH,yahoo
642,Dr. Bernard Ross,"Co-Founder, Chairman Emeritus & Principal Engineer",EXPO,yahoo
643,Mr. Michael Ableson,Chief Exec. Officer of Automotive,ARVL,yahoo
644,Mr. George L. Curtis,Exec. VP of Pricing & Proposals,CLH,yahoo
645,Mr. Jason Edward Pearce,Exec. Officer,GIGNF,yahoo
646,Mr. Frederick J. Munsch,Controller & Chief Accounting Officer,BHC,yahoo
647,Magistrate Klemens Kreuzer,Chief Exec. Officer of THQ Nordic GmbH,THQQF,yahoo
648,Ms. Monica Melancon,Chief Human Resource Officer,WH,yahoo
649,Dr. Subbaiah V. Malladi,CTO & Principal Engineer,EXPO,yahoo
650,Adrian Nyman,Sr. VP of Brand,ARVL,yahoo
651,Mr. Michael J. Twohig,Exec. VP and Chief Safety & Risk Management Officer,CLH,yahoo
652,Dr. Robert F. Butz,VP of Medical & Scientific Affairs,BHC,yahoo
653,Dr. Klemens Kundratitz,Co-Founder & CEO of Koch Media,THQQF,yahoo
654,Mr. Scott Lepage,Pres of Americas,WH,yahoo
655,Ms. Sally B. Shepard,Chief HR Officer,EXPO,yahoo
656,Mr. Arthur J. Shannon,Sr. VP and Head of Investor Relations & Global Communications,BHC,yahoo
657,Mr. Anton Westbergh,Chief Exec. Officer of Coffee Stain,THQQF,yahoo
